bin_id,population_nearby,rainfall_mm,temperature_c,is_holiday,hours_since_last_collection,previous_fill_percentage,overflow_probability,will_overflow
BIN-0140,4263,0.11,28.6,0,44.4,56.6,1.0,1
BIN-0073,992,0.14,27.4,0,11.6,77.7,0.787,0
BIN-0089,4145,4.83,39.3,0,47.5,50.6,1.0,1
BIN-0033,4390,4.4,38.9,1,26.3,78.7,1.0,1
BIN-0106,4691,4.79,29.7,0,41.6,94.5,1.0,1
BIN-0011,1269,15.19,13.8,0,16.0,17.6,0.516,0
BIN-0010,2185,4.81,31.1,0,29.2,69.7,1.0,1
BIN-0037,1100,1.17,33.2,0,39.3,28.3,0.709,0
BIN-0103,1363,8.43,17.2,0,10.6,44.8,0.591,0
BIN-0026,3234,14.72,17.2,0,32.8,69.7,1.0,1
BIN-0045,1978,2.63,15.4,0,38.7,43.0,1.0,1
BIN-0076,564,2.94,22.8,0,43.6,80.2,1.0,1
BIN-0036,2935,5.69,23.8,0,30.4,89.8,1.0,1
BIN-0110,1559,0.05,18.0,0,29.9,48.1,1.0,1
BIN-0082,4974,10.38,25.3,1,22.5,53.3,1.0,1
BIN-0053,4443,0.91,17.7,0,13.4,58.0,1.0,1
BIN-0049,534,2.01,34.4,0,34.7,32.3,0.535,0
BIN-0116,2097,3.94,30.0,0,6.5,52.1,0.642,0
BIN-0056,3961,8.3,25.2,0,25.5,87.9,1.0,1
BIN-0086,700,9.78,34.7,0,28.3,52.8,0.716,0
BIN-0107,2257,1.18,22.6,0,40.7,67.9,1.0,1
BIN-0090,1304,1.17,26.2,0,12.2,57.6,0.679,0
BIN-0103,1363,0.1,25.0,0,30.6,0.8,0.438,0
BIN-0115,3229,2.87,13.6,0,41.0,32.6,1.0,1
BIN-0115,3229,12.25,25.7,0,40.7,8.4,1.0,1
BIN-0036,2935,9.32,17.0,0,21.8,0.7,0.815,0
BIN-0061,4797,0.66,8.1,0,24.0,99.7,1.0,1
BIN-0005,4926,11.3,25.5,0,16.8,37.9,1.0,1
BIN-0103,1363,2.82,14.7,0,7.9,91.5,1.0,1
BIN-0008,3419,6.87,30.6,0,31.8,76.0,1.0,1
BIN-0119,4127,0.55,17.6,0,25.0,80.3,1.0,1
BIN-0091,3231,7.07,23.8,0,9.6,89.5,1.0,1
BIN-0122,2163,1.93,32.5,0,10.6,1.1,0.273,0
BIN-0005,4926,24.13,29.1,0,31.8,67.4,1.0,1
BIN-0145,2136,4.73,45.5,0,24.0,99.2,1.0,1
BIN-0004,966,11.15,16.5,0,13.8,36.7,0.503,0
BIN-0052,2085,2.47,22.7,0,13.9,81.7,1.0,1
BIN-0074,2562,1.58,37.9,0,31.6,88.0,1.0,1
BIN-0054,3573,1.86,25.1,0,25.9,14.1,1.0,1
BIN-0132,4913,5.15,30.3,0,44.3,47.2,1.0,1
BIN-0119,4127,4.44,16.6,0,11.6,54.1,1.0,1
BIN-0127,1806,0.16,23.9,0,17.5,4.6,0.428,0
BIN-0067,1516,3.65,25.3,0,12.0,92.7,1.0,1
BIN-0046,3056,4.97,15.4,0,47.5,45.3,1.0,1
BIN-0102,1984,4.48,29.6,0,23.2,52.3,0.943,1
BIN-0028,2399,11.02,30.0,0,23.8,29.1,0.952,1
BIN-0047,1275,1.39,16.9,0,6.3,62.0,0.733,0
BIN-0047,1275,0.6,19.2,0,18.3,49.2,0.829,0
BIN-0002,4272,2.33,23.8,0,40.5,98.7,1.0,1
BIN-0086,700,3.76,29.1,0,31.4,62.9,0.873,0
BIN-0105,1063,5.11,34.6,0,20.5,74.6,1.0,1
BIN-0011,1269,11.07,22.0,0,38.1,1.8,0.604,0
BIN-0040,741,1.28,36.5,0,41.7,92.2,1.0,1
BIN-0107,2257,22.1,29.3,0,17.7,13.4,0.718,0
BIN-0065,4298,5.53,12.9,0,11.7,54.6,1.0,1
BIN-0143,4081,5.93,18.5,0,30.1,42.3,1.0,1
BIN-0112,3814,5.13,13.0,1,2.7,32.7,0.468,0
BIN-0127,1806,5.31,13.6,0,11.4,24.8,0.484,0
BIN-0019,1582,3.57,17.1,0,33.9,77.6,1.0,1
BIN-0068,837,4.57,-1.4,0,22.9,28.8,0.555,0
BIN-0098,4993,2.02,14.2,1,44.9,57.5,1.0,1
BIN-0024,2306,14.34,32.6,0,3.4,9.9,0.261,0
BIN-0031,3702,0.38,25.3,0,38.1,97.7,1.0,1
BIN-0067,1516,4.06,23.9,0,15.5,30.3,0.512,0
BIN-0072,879,1.89,30.5,0,7.1,97.4,1.0,1
BIN-0002,4272,5.27,19.0,0,26.1,29.4,1.0,1
BIN-0068,837,8.74,13.7,0,31.6,75.2,1.0,1
BIN-0013,2933,0.2,11.5,0,32.1,54.2,1.0,1
BIN-0138,1995,9.5,16.9,0,9.2,32.9,0.594,0
BIN-0045,1978,9.21,34.2,1,19.6,83.3,1.0,1
BIN-0016,4617,4.51,37.8,0,16.4,43.4,1.0,1
BIN-0012,2891,3.06,25.7,0,21.2,40.6,1.0,1
BIN-0080,1995,2.05,2.0,0,12.9,21.4,0.461,0
BIN-0076,564,0.96,27.9,0,42.4,23.3,0.498,0
BIN-0132,4913,0.37,21.3,0,20.8,18.1,1.0,1
BIN-0137,4243,8.09,39.9,0,27.4,6.2,1.0,1
BIN-0092,3273,6.75,28.7,0,6.7,52.3,0.703,0
BIN-0096,1528,1.57,23.9,0,14.8,94.7,1.0,1
BIN-0038,2863,4.49,12.9,0,26.5,78.1,1.0,1
BIN-0033,4390,1.6,24.9,0,25.7,66.9,1.0,1
BIN-0105,1063,12.83,27.2,0,9.2,4.9,0.201,0
BIN-0100,4988,1.89,25.1,0,34.0,49.8,1.0,1
BIN-0148,3652,3.49,29.6,0,6.2,63.7,0.832,0
BIN-0071,4493,4.42,30.1,0,27.3,17.7,1.0,1
BIN-0136,3945,4.27,32.1,0,29.7,3.2,1.0,1
BIN-0014,1684,5.53,32.0,0,44.6,31.5,1.0,1
BIN-0137,4243,2.66,17.8,0,35.8,62.3,1.0,1
BIN-0030,2028,2.89,22.7,0,11.8,83.3,0.998,1
BIN-0043,3112,0.21,28.2,0,28.4,46.6,1.0,1
BIN-0037,1100,3.14,14.1,0,34.3,33.0,0.782,0
BIN-0043,3112,0.4,31.0,0,32.2,14.1,1.0,1
BIN-0134,1163,0.49,17.7,0,21.5,46.2,0.697,0
BIN-0064,3842,7.87,13.5,0,7.4,73.1,1.0,1
BIN-0010,2185,2.7,26.2,0,39.1,42.3,1.0,1
BIN-0072,879,14.54,37.5,0,25.9,61.9,0.899,0
BIN-0129,3175,0.56,25.8,0,19.6,82.8,1.0,1
BIN-0110,1559,4.9,35.9,0,40.6,53.1,1.0,1
BIN-0100,4988,0.41,34.8,0,34.0,91.8,1.0,1
BIN-0013,2933,1.07,40.2,0,21.6,48.2,1.0,1
BIN-0132,4913,17.31,27.9,0,12.0,76.3,1.0,1
BIN-0112,3814,5.89,34.7,0,39.1,9.9,1.0,1
BIN-0028,2399,3.86,13.5,0,32.5,15.4,0.904,1
BIN-0040,741,3.68,31.8,0,24.2,56.8,0.702,0
BIN-0047,1275,0.31,8.5,0,11.6,88.4,1.0,1
BIN-0116,2097,1.55,14.6,0,37.7,75.6,1.0,1
BIN-0084,2778,2.26,30.4,0,27.7,18.4,1.0,1
BIN-0009,630,17.9,23.5,0,39.1,47.4,0.758,0
BIN-0143,4081,6.31,13.9,0,37.9,1.4,1.0,1
BIN-0059,2000,6.27,26.3,0,27.7,35.0,0.934,1
BIN-0063,1495,2.29,44.0,0,10.8,8.7,0.262,0
BIN-0107,2257,0.29,34.8,0,26.3,51.5,1.0,1
BIN-0077,3068,1.19,14.3,0,24.2,45.4,1.0,1
BIN-0006,3944,12.16,23.5,0,4.9,88.6,1.0,1
BIN-0019,1582,4.16,24.2,0,30.3,73.9,1.0,1
BIN-0100,4988,1.29,27.1,0,41.0,62.0,1.0,1
BIN-0028,2399,1.27,32.7,0,44.3,35.7,1.0,1
BIN-0118,3193,5.23,34.3,0,8.6,97.9,1.0,1
BIN-0064,3842,1.66,11.1,0,9.3,26.1,0.701,0
BIN-0145,2136,2.52,32.6,1,46.6,71.8,1.0,1
BIN-0132,4913,0.12,27.8,0,14.9,64.0,1.0,1
BIN-0126,2737,2.11,17.7,0,44.6,28.0,1.0,1
BIN-0007,3671,5.44,31.2,0,12.1,76.6,1.0,1
BIN-0103,1363,7.28,28.9,0,2.1,73.5,0.804,0
BIN-0122,2163,1.66,15.7,0,33.1,47.1,1.0,1
BIN-0047,1275,1.8,44.3,0,43.0,6.0,0.682,0
BIN-0129,3175,2.91,11.7,0,5.9,26.8,0.405,0
BIN-0109,3742,1.45,22.8,0,27.4,43.5,1.0,1
BIN-0096,1528,1.54,32.6,0,9.7,88.7,1.0,1
BIN-0132,4913,3.71,37.4,0,40.7,78.6,1.0,1
BIN-0076,564,2.38,26.4,0,15.1,88.1,0.954,1
BIN-0059,2000,1.94,13.2,0,29.8,71.4,1.0,1
BIN-0071,4493,7.39,29.7,0,9.9,18.2,0.71,0
BIN-0107,2257,14.32,33.6,0,23.2,4.0,0.745,0
BIN-0060,661,3.1,17.5,0,30.2,44.8,0.613,0
BIN-0078,2527,9.12,26.2,0,21.6,24.1,0.815,0
BIN-0082,4974,2.67,18.5,0,11.9,67.5,1.0,1
BIN-0020,3058,2.75,15.0,0,15.3,71.0,1.0,1
BIN-0135,2498,3.27,38.2,0,6.5,89.7,1.0,1
BIN-0082,4974,3.12,28.9,0,42.9,30.6,1.0,1
BIN-0093,2070,9.75,29.6,0,30.2,93.0,1.0,1
BIN-0070,1576,19.43,26.7,0,37.1,63.3,1.0,1
BIN-0094,3190,0.72,18.8,0,44.0,11.9,1.0,1
BIN-0064,3842,1.95,12.7,0,41.9,37.6,1.0,1
BIN-0092,3273,2.66,28.9,0,7.6,70.2,0.968,1
BIN-0091,3231,1.44,22.9,1,11.2,8.1,0.653,0
BIN-0099,1370,0.27,29.3,0,17.8,56.1,0.822,0
BIN-0051,2455,8.56,24.3,0,10.8,57.8,0.849,0
BIN-0056,3961,0.38,32.9,0,42.7,99.2,1.0,1
BIN-0026,3234,6.66,30.1,0,17.9,42.7,1.0,1
BIN-0089,4145,16.25,29.0,0,19.2,46.5,1.0,1
BIN-0017,3404,1.11,31.9,0,32.1,42.7,1.0,1
BIN-0112,3814,5.05,33.7,0,10.0,29.6,0.619,0
BIN-0024,2306,1.86,23.4,0,22.2,19.8,0.797,0
BIN-0016,4617,0.77,35.9,0,23.6,64.5,1.0,1
BIN-0059,2000,5.41,23.9,0,18.4,11.8,0.525,0
BIN-0001,1360,5.58,18.1,0,15.8,21.2,0.452,0
BIN-0044,1863,0.87,21.7,0,45.1,42.6,1.0,1
BIN-0070,1576,17.6,22.2,0,26.3,27.9,0.866,0
BIN-0088,2954,7.64,26.8,0,41.9,51.0,1.0,1
BIN-0009,630,9.79,24.0,0,40.6,17.7,0.456,0
BIN-0070,1576,0.8,18.1,0,34.2,84.3,1.0,1
BIN-0042,3324,1.92,18.5,0,14.2,88.9,1.0,1
BIN-0024,2306,1.2,26.2,0,40.0,20.8,1.0,1
BIN-0149,1198,5.12,27.8,0,23.8,71.7,1.0,1
BIN-0104,3290,0.83,25.3,0,42.4,41.0,1.0,1
BIN-0142,1791,1.91,13.2,0,4.2,46.4,0.469,0
BIN-0060,661,0.99,24.3,0,27.8,94.7,1.0,1
BIN-0030,2028,1.96,15.6,0,27.5,80.2,1.0,1
BIN-0040,741,1.41,21.1,0,39.2,12.0,0.454,0
BIN-0148,3652,0.65,20.2,0,38.6,67.6,1.0,1
BIN-0097,1002,5.02,18.0,0,17.3,14.7,0.219,0
BIN-0141,2353,1.19,33.3,0,38.8,18.4,1.0,1
BIN-0046,3056,0.67,10.4,0,2.0,6.0,0.14,0
BIN-0144,3957,7.11,14.4,0,36.2,42.4,1.0,1
BIN-0106,4691,5.63,21.7,0,23.8,20.9,1.0,1
BIN-0027,3505,2.65,29.3,0,7.2,79.1,0.951,1
BIN-0084,2778,4.91,43.5,0,4.0,25.8,0.341,0
BIN-0052,2085,3.26,25.0,0,36.2,59.4,1.0,1
BIN-0008,3419,2.16,19.1,0,9.6,68.7,1.0,1
BIN-0113,3657,11.91,30.7,0,6.6,23.9,0.49,0
BIN-0054,3573,13.93,31.7,0,28.6,84.3,1.0,1
BIN-0032,4056,2.8,25.3,0,37.2,25.8,1.0,1
BIN-0123,2029,5.2,13.5,0,41.7,1.3,0.983,1
BIN-0110,1559,2.92,25.4,0,20.0,78.2,1.0,1
BIN-0065,4298,8.45,28.4,0,14.5,16.7,0.933,1
BIN-0018,974,4.76,22.6,0,18.6,49.3,0.645,0
BIN-0017,3404,1.36,32.9,0,25.4,64.9,1.0,1
BIN-0150,2660,3.47,26.9,0,3.5,35.4,0.473,0
BIN-0007,3671,3.91,18.0,0,45.5,66.0,1.0,1
BIN-0115,3229,1.43,32.9,0,32.4,35.8,1.0,1
BIN-0115,3229,1.69,17.5,0,19.0,85.4,1.0,1
BIN-0068,837,11.87,27.0,0,31.8,68.8,0.985,1
BIN-0016,4617,6.87,41.5,0,32.7,0.8,1.0,1
BIN-0139,3804,5.3,17.9,0,4.7,96.0,1.0,1
BIN-0028,2399,0.91,22.2,0,2.9,6.0,0.186,0
BIN-0018,974,1.51,21.5,0,15.5,22.9,0.39,0
BIN-0041,2541,16.94,42.5,0,36.2,100.0,1.0,1
BIN-0136,3945,1.36,16.1,0,6.6,45.6,0.664,0
BIN-0121,2481,0.27,30.6,0,43.9,47.3,1.0,1
BIN-0099,1370,19.3,36.2,0,47.9,27.4,1.0,1
BIN-0082,4974,0.01,20.3,0,27.8,57.2,1.0,1
BIN-0044,1863,8.43,30.4,0,26.9,53.8,1.0,1
BIN-0055,1521,5.84,22.6,0,33.7,78.2,1.0,1
BIN-0087,3604,0.04,37.8,0,13.0,1.0,0.622,0
BIN-0066,1775,0.37,11.6,0,38.0,47.2,1.0,1
BIN-0049,534,0.08,39.8,0,13.9,67.8,0.676,0
BIN-0144,3957,0.91,27.7,0,33.4,11.3,1.0,1
BIN-0058,4343,0.89,39.3,0,7.6,83.0,1.0,1
BIN-0132,4913,0.8,35.7,0,35.3,24.7,1.0,1
BIN-0104,3290,0.01,24.8,0,45.6,24.7,1.0,1
BIN-0035,3388,0.91,15.3,0,21.3,33.1,1.0,1
BIN-0075,4384,3.31,28.7,0,18.8,70.8,1.0,1
BIN-0060,661,6.85,7.0,0,41.0,99.0,1.0,1
BIN-0077,3068,2.01,27.8,0,10.1,26.6,0.682,0
BIN-0047,1275,3.59,31.0,0,28.7,65.9,1.0,1
BIN-0017,3404,0.41,33.8,0,42.5,3.9,1.0,1
BIN-0053,4443,8.39,15.4,0,31.6,43.3,1.0,1
BIN-0016,4617,3.33,29.2,0,43.3,25.2,1.0,1
BIN-0047,1275,11.29,14.0,0,11.9,54.5,0.685,0
BIN-0019,1582,8.5,29.0,0,47.0,45.5,1.0,1
BIN-0048,4514,2.42,21.8,0,15.8,29.9,1.0,1
BIN-0028,2399,7.71,22.7,0,7.6,9.8,0.266,0
BIN-0067,1516,24.19,40.7,0,32.5,95.7,1.0,1
BIN-0095,4340,0.34,26.9,0,29.3,10.7,1.0,1
BIN-0089,4145,2.45,20.8,0,47.6,34.9,1.0,1
BIN-0111,2222,0.78,20.3,0,11.4,35.6,0.634,0
BIN-0010,2185,7.05,39.4,0,41.2,33.3,1.0,1
BIN-0136,3945,3.68,43.4,0,17.9,33.0,1.0,1
BIN-0043,3112,5.62,15.2,0,44.4,62.7,1.0,1
BIN-0062,2481,4.77,23.0,0,4.6,78.9,0.949,1
BIN-0137,4243,7.41,29.2,1,15.0,15.4,1.0,1
BIN-0018,974,1.6,17.7,0,11.7,40.9,0.585,0
BIN-0040,741,0.53,23.9,0,2.3,20.9,0.3,0
BIN-0030,2028,3.5,19.7,0,7.2,70.3,0.926,1
BIN-0080,1995,5.8,25.9,0,4.5,79.6,0.93,1
BIN-0107,2257,12.8,19.3,0,32.3,38.5,1.0,1
BIN-0094,3190,3.95,20.6,0,29.1,0.4,0.984,1
BIN-0079,3195,4.3,26.0,1,25.5,71.9,1.0,1
BIN-0079,3195,5.99,28.0,0,9.9,50.0,0.814,0
BIN-0054,3573,1.76,27.0,0,30.7,40.2,1.0,1
BIN-0073,992,3.11,25.2,0,43.4,31.2,0.777,0
BIN-0030,2028,3.41,27.0,0,35.4,66.0,1.0,1
BIN-0124,2538,1.07,21.3,0,34.9,56.6,1.0,1
BIN-0106,4691,8.14,31.5,0,29.9,62.8,1.0,1
BIN-0041,2541,0.72,34.1,0,23.5,66.7,1.0,1
BIN-0097,1002,8.14,20.6,1,44.8,44.2,1.0,1
BIN-0134,1163,8.51,36.3,0,47.6,22.8,0.899,0
BIN-0053,4443,0.26,24.4,0,33.6,87.5,1.0,1
BIN-0102,1984,4.13,33.0,0,7.0,7.5,0.268,0
BIN-0072,879,1.02,29.8,0,33.2,56.4,0.939,1
BIN-0088,2954,5.11,17.7,0,23.1,4.0,0.828,0
BIN-0137,4243,4.85,29.0,0,43.8,30.3,1.0,1
BIN-0139,3804,1.57,24.4,0,38.9,51.4,1.0,1
BIN-0040,741,6.71,25.2,0,14.0,32.3,0.526,0
BIN-0091,3231,14.44,27.9,0,16.5,12.9,0.845,0
BIN-0109,3742,9.84,19.0,0,10.5,38.2,0.915,1
BIN-0108,2178,6.33,20.8,0,13.1,39.3,0.761,0
BIN-0001,1360,2.13,10.8,0,20.9,31.6,0.624,0
BIN-0038,2863,2.76,29.4,0,45.9,91.0,1.0,1
BIN-0053,4443,9.98,30.9,0,25.4,26.7,1.0,1
BIN-0063,1495,0.58,36.3,0,17.5,16.4,0.401,0
BIN-0008,3419,7.4,19.8,1,20.8,44.6,1.0,1
BIN-0127,1806,1.94,23.1,0,17.5,80.4,1.0,1
BIN-0123,2029,4.8,21.3,0,8.1,44.4,0.609,0
BIN-0069,1378,2.22,11.7,1,42.5,87.3,1.0,1
BIN-0032,4056,16.47,32.3,0,9.4,88.7,1.0,1
BIN-0121,2481,7.97,30.5,0,23.4,78.7,1.0,1
BIN-0098,4993,5.91,23.5,0,24.8,33.5,1.0,1
BIN-0052,2085,5.23,19.2,0,21.2,17.6,0.707,0
BIN-0019,1582,1.41,19.0,0,32.7,58.0,1.0,1
BIN-0049,534,7.34,26.6,0,26.3,32.4,0.432,0
BIN-0083,4061,11.09,19.1,0,44.3,43.7,1.0,1
BIN-0024,2306,1.0,25.1,0,23.0,38.9,0.907,1
BIN-0141,2353,7.61,15.6,0,4.3,38.0,0.533,0
BIN-0070,1576,0.62,24.7,0,16.8,35.1,0.656,0
BIN-0030,2028,1.04,28.5,0,34.0,18.4,0.727,0
BIN-0119,4127,0.32,40.9,0,15.4,85.1,1.0,1
BIN-0078,2527,8.64,36.4,0,5.4,70.7,0.851,0
BIN-0135,2498,13.32,31.8,0,41.3,29.2,1.0,1
BIN-0113,3657,9.71,19.5,0,30.9,9.1,1.0,1
BIN-0001,1360,4.77,23.2,1,27.4,32.7,1.0,1
BIN-0079,3195,4.2,30.6,1,6.7,60.1,0.969,1
BIN-0141,2353,1.24,38.3,0,20.7,68.7,1.0,1
BIN-0146,4196,4.78,32.9,0,9.0,25.2,0.722,0
BIN-0102,1984,0.54,14.9,1,22.1,42.9,1.0,1
BIN-0099,1370,1.51,7.0,0,5.2,27.5,0.362,0
BIN-0054,3573,4.99,26.0,0,3.9,3.3,0.183,0
BIN-0132,4913,15.66,30.0,0,39.8,41.3,1.0,1
BIN-0120,1863,7.09,15.7,0,25.3,46.2,1.0,1
BIN-0115,3229,3.51,25.7,0,42.7,63.3,1.0,1
BIN-0071,4493,0.33,22.0,0,4.0,13.7,0.325,0
BIN-0118,3193,7.04,19.6,0,8.0,57.2,0.856,0
BIN-0106,4691,1.94,12.0,0,17.3,80.4,1.0,1
BIN-0144,3957,2.89,16.4,0,29.4,90.2,1.0,1
BIN-0098,4993,11.62,39.2,1,28.6,84.0,1.0,1
BIN-0056,3961,4.23,23.0,0,23.9,48.0,1.0,1
BIN-0054,3573,2.53,14.7,0,10.7,67.9,1.0,1
BIN-0075,4384,4.05,22.3,0,6.6,17.3,0.468,0
BIN-0120,1863,2.0,23.3,0,39.5,76.6,1.0,1
BIN-0109,3742,5.51,19.4,0,10.5,44.3,0.905,1
BIN-0122,2163,0.25,27.1,0,41.0,75.1,1.0,1
BIN-0012,2891,1.74,30.6,0,39.2,79.4,1.0,1
BIN-0018,974,3.13,25.1,1,9.1,57.3,0.702,0
BIN-0026,3234,9.85,27.4,0,43.0,94.1,1.0,1
BIN-0141,2353,4.77,12.9,0,33.0,56.2,1.0,1
BIN-0044,1863,0.5,20.8,0,30.7,39.9,1.0,1
BIN-0089,4145,2.2,29.5,0,10.8,63.2,1.0,1
BIN-0053,4443,5.2,25.7,0,43.2,77.3,1.0,1
BIN-0078,2527,2.87,21.3,0,31.1,45.2,1.0,1
BIN-0094,3190,9.42,29.0,0,15.2,40.5,0.933,1
BIN-0128,4529,5.29,32.0,0,20.6,61.7,1.0,1
BIN-0010,2185,4.25,8.7,0,34.6,86.9,1.0,1
BIN-0107,2257,6.38,35.3,0,26.8,5.2,0.743,0
BIN-0053,4443,1.6,24.0,0,46.1,94.3,1.0,1
BIN-0131,1209,9.33,25.5,0,28.0,23.1,0.589,0
BIN-0134,1163,4.14,27.4,0,22.3,46.3,0.794,0
BIN-0048,4514,0.75,40.9,0,15.0,28.7,0.941,1
BIN-0036,2935,2.11,25.1,0,19.7,10.6,0.762,0
BIN-0045,1978,4.55,25.3,0,13.2,33.0,0.589,0
BIN-0016,4617,4.66,20.6,0,13.4,30.9,0.893,0
BIN-0124,2538,3.39,21.6,0,9.7,91.6,1.0,1
BIN-0112,3814,4.04,25.9,0,15.0,85.0,1.0,1
BIN-0037,1100,1.24,33.3,0,18.5,99.9,1.0,1
BIN-0105,1063,14.65,17.2,0,34.1,32.1,0.738,0
BIN-0094,3190,1.83,31.3,0,45.1,66.0,1.0,1
BIN-0064,3842,5.47,23.5,1,38.3,30.9,1.0,1
BIN-0121,2481,16.23,39.3,0,39.6,1.4,1.0,1
BIN-0130,1782,6.16,43.2,0,43.0,55.9,1.0,1
BIN-0122,2163,1.73,27.7,0,33.6,22.4,0.867,0
BIN-0065,4298,7.54,23.3,1,20.6,10.7,1.0,1
BIN-0102,1984,6.25,21.9,0,11.1,76.5,0.959,1
BIN-0140,4263,5.81,38.4,0,19.7,43.6,1.0,1
BIN-0010,2185,6.34,30.2,0,7.9,11.9,0.281,0
BIN-0028,2399,3.38,21.0,0,41.3,97.1,1.0,1
BIN-0058,4343,5.5,26.0,0,30.5,83.1,1.0,1
BIN-0105,1063,0.01,40.5,0,39.8,81.9,1.0,1
BIN-0111,2222,0.55,19.6,0,28.5,28.9,0.895,0
BIN-0129,3175,7.23,27.8,0,38.4,72.0,1.0,1
BIN-0108,2178,8.48,31.8,0,16.7,67.6,1.0,1
BIN-0080,1995,7.68,30.4,0,15.1,62.4,0.937,1
BIN-0064,3842,0.05,16.3,1,32.9,40.6,1.0,1
BIN-0027,3505,2.19,24.3,0,27.4,15.7,1.0,1
BIN-0115,3229,1.75,27.2,1,35.8,57.7,1.0,1
BIN-0002,4272,2.31,27.0,0,10.7,48.2,1.0,1
BIN-0051,2455,4.32,36.9,0,34.0,73.4,1.0,1
BIN-0017,3404,0.91,33.8,0,41.1,82.9,1.0,1
BIN-0087,3604,5.39,23.4,0,21.5,31.0,1.0,1
BIN-0058,4343,7.05,38.3,0,17.7,74.9,1.0,1
BIN-0112,3814,6.67,19.3,0,18.2,30.3,1.0,1
BIN-0064,3842,6.98,23.9,0,28.7,67.5,1.0,1
BIN-0035,3388,14.64,24.4,0,28.7,49.5,1.0,1
BIN-0095,4340,1.86,36.2,0,37.5,57.5,1.0,1
BIN-0053,4443,3.48,23.1,0,11.8,93.1,1.0,1
BIN-0122,2163,4.39,16.3,0,47.0,64.8,1.0,1
BIN-0066,1775,1.68,23.7,0,36.4,14.8,0.885,0
BIN-0110,1559,7.64,22.8,0,6.8,44.3,0.507,0
BIN-0017,3404,4.49,4.6,1,36.5,15.2,1.0,1
BIN-0147,3499,6.29,23.7,0,38.0,9.4,1.0,1
BIN-0059,2000,1.15,14.7,0,29.6,55.3,1.0,1
BIN-0140,4263,7.03,33.2,0,9.0,23.4,0.702,0
BIN-0009,630,3.96,25.0,0,10.6,60.4,0.691,0
BIN-0039,2561,0.26,31.9,0,18.9,6.5,0.549,0
BIN-0006,3944,13.39,33.1,0,34.3,76.9,1.0,1
BIN-0021,2547,3.06,27.0,0,14.3,52.0,0.894,0
BIN-0123,2029,1.06,16.0,0,10.7,52.2,0.756,0
BIN-0145,2136,4.63,31.4,0,34.2,63.6,1.0,1
BIN-0084,2778,4.87,32.4,0,8.9,8.2,0.36,0
BIN-0089,4145,2.15,35.2,0,10.3,5.1,0.512,0
BIN-0142,1791,0.5,9.7,0,16.5,20.7,0.575,0
BIN-0142,1791,1.13,19.3,1,6.1,94.3,1.0,1
BIN-0073,992,1.44,15.2,0,2.7,91.1,0.931,1
BIN-0146,4196,2.41,29.8,1,25.8,42.6,1.0,1
BIN-0126,2737,19.57,21.6,0,8.8,69.2,1.0,1
BIN-0082,4974,5.14,16.4,0,26.1,74.5,1.0,1
BIN-0113,3657,22.64,22.6,0,6.0,54.1,0.814,0
BIN-0138,1995,1.11,26.7,0,22.4,98.4,1.0,1
BIN-0044,1863,1.2,33.7,0,39.6,95.8,1.0,1
BIN-0074,2562,7.68,44.1,0,26.1,57.6,1.0,1
BIN-0126,2737,1.4,19.5,0,27.2,22.4,1.0,1
BIN-0044,1863,3.94,18.7,1,43.3,16.1,1.0,1
BIN-0083,4061,1.77,23.7,1,37.0,24.2,1.0,1
BIN-0038,2863,1.74,23.8,0,6.1,51.8,0.658,0
BIN-0104,3290,3.54,26.0,1,23.9,8.4,1.0,1
BIN-0095,4340,0.02,13.9,0,24.6,17.1,1.0,1
BIN-0026,3234,8.71,29.2,0,39.7,33.5,1.0,1
BIN-0121,2481,10.73,18.4,0,10.4,4.1,0.327,0
BIN-0065,4298,0.63,36.5,0,45.9,79.0,1.0,1
BIN-0046,3056,8.55,18.4,0,43.0,16.3,1.0,1
BIN-0053,4443,7.69,24.4,0,24.9,39.3,1.0,1
BIN-0012,2891,4.95,21.7,0,35.6,5.6,1.0,1
BIN-0145,2136,0.48,9.2,0,9.0,18.0,0.406,0
BIN-0139,3804,4.55,29.3,0,18.3,24.4,0.974,1
BIN-0004,966,0.13,17.4,0,16.3,18.7,0.387,0
BIN-0066,1775,1.58,37.6,0,36.8,11.0,0.752,0
BIN-0086,700,6.77,26.4,0,44.8,15.1,0.462,0
BIN-0024,2306,0.0,23.7,0,11.6,60.7,0.951,1
BIN-0035,3388,0.35,30.5,0,17.8,13.2,0.684,0
BIN-0080,1995,5.64,29.3,0,25.4,25.2,0.893,0
BIN-0087,3604,0.8,13.5,0,15.1,21.1,0.789,0
BIN-0076,564,6.73,16.9,0,47.9,80.6,1.0,1
BIN-0021,2547,3.91,21.2,0,35.0,40.9,1.0,1
BIN-0072,879,2.46,31.8,1,38.0,21.0,0.744,0
BIN-0100,4988,1.12,42.1,0,34.0,18.2,1.0,1
BIN-0003,3592,6.12,12.7,1,29.2,71.1,1.0,1
BIN-0088,2954,1.69,26.9,0,40.4,49.4,1.0,1
BIN-0082,4974,7.99,19.0,1,3.5,33.5,0.528,0
BIN-0142,1791,0.01,22.6,0,39.7,27.8,1.0,1
BIN-0078,2527,2.85,26.9,0,13.2,57.5,0.927,1
BIN-0002,4272,0.18,5.0,0,15.7,48.6,1.0,1
BIN-0039,2561,13.55,34.6,0,38.2,89.9,1.0,1
