area,population,temperature,rainfall,holiday,last_collection_hours,waste_generated_kg,overflow
Ward-12,2576,35.8,15.3,1,25,130.66,0
Ward-13,9841,22.8,1.4,1,5,492.45,1
Ward-1,11076,21.0,26.8,1,15,371.29,1
Ward-7,7762,29.3,0.7,0,24,412.79,1
Ward-18,5636,19.3,16.0,1,29,261.01,0
Ward-19,8082,20.8,10.2,1,20,371.95,0
Ward-3,6263,28.5,10.5,0,14,259.69,0
Ward-14,9363,28.1,34.7,1,25,402.96,1
Ward-14,6986,27.6,1.8,1,27,313.74,0
Ward-8,3464,31.6,36.6,1,7,150.95,0
Ward-2,4206,27.4,33.4,1,14,179.62,0
Ward-8,9695,37.0,19.3,0,1,471.73,0
Ward-16,11129,31.0,23.7,0,27,467.5,1
Ward-18,9872,36.2,0.5,0,5,356.24,0
Ward-12,6752,27.1,1.0,0,11,282.18,0
Ward-17,2597,36.0,23.4,0,19,139.93,0
Ward-15,5881,32.1,19.1,1,13,182.2,0
Ward-7,6621,24.7,8.8,0,1,187.75,0
Ward-8,7126,22.2,12.3,0,1,337.85,0
Ward-9,3742,29.8,22.7,1,11,219.97,0
Ward-13,4500,31.8,19.9,0,12,152.7,0
Ward-13,4568,21.9,6.2,1,21,172.6,0
Ward-5,6092,19.0,9.0,1,2,260.54,0
Ward-15,3672,23.0,3.2,1,17,154.01,0
Ward-9,3675,42.9,34.0,0,25,220.59,0
Ward-1,7518,19.9,16.1,0,23,332.43,0
Ward-6,5563,33.6,19.5,1,25,218.25,0
Ward-2,11563,33.0,32.0,1,3,459.06,1
Ward-20,7291,40.4,32.4,1,10,265.58,0
Ward-6,6252,36.7,6.0,1,7,313.16,0
Ward-15,5845,30.5,12.0,0,8,354.21,0
Ward-4,10732,18.9,6.1,1,21,495.87,1
Ward-9,3991,34.3,9.9,1,1,146.59,0
Ward-15,3515,41.6,22.7,0,27,119.41,0
Ward-20,4051,37.8,33.9,1,22,189.47,1
Ward-10,9965,29.0,22.1,0,10,299.71,0
Ward-9,3286,25.6,7.9,0,17,126.55,0
Ward-18,3696,26.4,38.0,1,30,128.56,1
Ward-6,7158,35.2,17.8,0,10,263.24,0
Ward-12,8784,18.0,29.8,0,26,522.32,1
Ward-4,6848,35.8,20.1,0,3,194.1,0
Ward-12,8385,25.3,19.0,0,15,353.16,0
Ward-20,6403,39.3,18.2,1,1,249.14,0
Ward-15,6350,25.0,25.1,1,1,294.8,0
Ward-20,3745,37.1,15.7,1,3,138.43,0
Ward-10,3160,18.1,15.4,0,6,147.61,0
Ward-12,5829,43.4,28.1,0,12,278.28,0
Ward-8,3435,36.5,1.4,0,18,170.9,0
Ward-10,8668,39.2,6.6,0,13,287.02,0
Ward-1,3006,25.6,11.6,1,15,159.31,0
Ward-13,11566,40.0,23.6,1,17,351.52,1
Ward-8,8640,39.8,1.0,0,30,502.33,1
Ward-1,3176,30.0,38.0,0,21,144.02,0
Ward-10,11756,23.3,8.1,0,15,523.25,0
Ward-3,9247,20.9,28.1,1,27,273.32,1
Ward-20,2387,22.6,3.7,1,10,96.65,0
Ward-12,7475,40.9,16.9,1,8,282.98,0
Ward-17,6964,35.9,29.2,1,12,394.48,1
Ward-4,9865,39.0,1.1,0,24,355.0,1
Ward-1,2907,26.4,27.8,0,13,161.05,0
Ward-7,8322,37.4,38.3,1,21,446.66,1
Ward-15,5546,44.0,34.8,1,23,309.21,1
Ward-16,4494,43.1,7.8,1,28,220.06,0
Ward-8,4513,41.4,26.4,1,18,180.45,0
Ward-3,5955,25.4,8.0,0,29,332.03,0
Ward-13,9214,43.3,17.2,1,12,415.05,1
Ward-8,7233,30.5,5.0,0,13,227.53,0
Ward-19,11130,34.5,37.4,1,25,413.8,1
Ward-7,11708,32.4,23.8,0,4,687.44,1
Ward-11,7908,31.1,33.9,0,20,397.44,0
Ward-5,9789,36.8,39.3,1,13,577.09,1
Ward-5,7932,26.7,24.2,0,11,260.59,0
Ward-13,2878,18.2,26.7,0,22,135.1,0
Ward-11,8948,20.0,2.8,1,7,430.77,0
Ward-20,10425,20.2,37.9,0,1,337.01,0
Ward-17,4292,35.7,7.7,1,22,267.14,0
Ward-20,2839,38.6,27.5,1,16,103.01,0
Ward-7,3205,19.7,26.6,0,16,178.93,0
Ward-15,6014,35.0,16.5,1,11,293.97,0
Ward-5,4071,44.7,30.9,0,29,135.62,0
Ward-3,10622,37.6,15.9,1,4,454.36,1
Ward-8,2476,22.2,16.5,0,23,125.21,0
Ward-14,10302,23.1,36.5,0,14,568.41,1
Ward-1,5994,22.0,31.3,0,23,271.72,0
Ward-6,7624,21.8,36.0,0,29,443.77,1
Ward-15,3666,22.7,35.5,0,15,178.32,0
Ward-20,11300,26.7,34.4,0,11,406.31,1
Ward-9,6229,26.1,20.8,0,26,364.32,1
Ward-18,9127,31.7,34.9,0,3,377.29,1
Ward-8,2759,29.5,1.0,0,11,128.44,0
Ward-11,7198,37.0,23.8,0,25,349.75,0
Ward-6,9888,32.3,37.2,0,6,573.31,1
Ward-5,2259,37.3,10.7,1,8,84.13,0
Ward-6,8501,28.7,0.9,0,7,329.54,0
Ward-18,2109,22.7,12.8,1,15,120.82,0
Ward-19,5204,34.2,14.4,1,28,257.04,0
Ward-3,11245,44.0,32.6,1,24,496.93,1
Ward-3,3054,30.9,8.7,1,30,122.14,0
Ward-17,8974,22.0,14.2,1,28,369.41,1
Ward-12,11103,25.9,34.0,0,7,323.87,0
Ward-2,7922,28.7,10.0,0,19,471.9,0
Ward-18,4282,31.8,8.9,0,26,158.19,0
Ward-17,10597,23.5,6.9,1,8,564.88,1
Ward-10,10925,27.4,7.4,1,5,334.6,0
Ward-1,11017,26.0,21.8,1,27,550.56,1
Ward-6,10029,34.6,17.2,0,21,402.53,1
Ward-20,7361,27.5,3.7,0,1,447.56,0
Ward-2,10409,21.1,12.1,1,23,349.69,1
Ward-6,5407,36.6,0.5,1,1,309.16,0
Ward-8,7279,19.0,29.8,0,1,360.02,0
Ward-9,4332,41.7,25.6,0,15,161.15,0
Ward-4,9122,38.7,5.7,0,28,454.39,1
Ward-13,5622,21.3,33.6,1,20,236.01,0
Ward-10,2151,24.7,34.3,1,12,72.61,0
Ward-1,8382,20.7,15.6,1,1,261.03,0
Ward-10,7427,32.9,4.0,0,16,299.25,0
Ward-14,4784,31.9,23.5,1,4,140.84,0
Ward-1,11991,44.0,16.3,1,4,633.54,1
Ward-4,7405,40.6,28.3,1,6,385.09,1
Ward-5,11055,43.3,13.0,0,15,551.97,0
Ward-8,7731,42.9,29.6,1,16,449.69,1
Ward-11,5251,34.1,1.9,0,3,168.96,0
Ward-6,7318,26.6,27.4,0,15,319.04,0
Ward-18,4902,28.9,8.8,1,9,205.97,0
Ward-8,2325,24.9,38.6,0,23,121.54,0
Ward-18,9074,19.8,35.6,1,27,504.64,1
Ward-8,8028,43.8,13.1,1,22,420.71,1
Ward-6,2740,26.8,31.7,1,15,108.44,0
Ward-20,3446,20.9,7.5,1,19,174.76,0
Ward-10,7428,30.6,38.9,1,28,289.26,1
Ward-4,3437,44.9,0.0,1,17,178.39,0
Ward-2,3786,41.7,26.4,0,6,114.99,0
Ward-13,10547,34.1,15.0,0,30,469.94,1
Ward-14,3152,21.5,20.3,0,1,176.34,0
Ward-9,8396,42.4,29.6,0,24,466.9,1
Ward-16,11458,41.9,33.8,0,15,396.13,1
Ward-11,8454,43.2,36.5,0,7,385.15,0
Ward-18,10504,36.3,35.3,0,17,436.0,1
Ward-18,10390,28.7,26.1,1,25,387.92,1
Ward-13,5976,19.4,36.4,0,21,169.5,0
Ward-19,6662,34.6,39.2,1,26,253.66,1
Ward-9,7074,25.5,34.0,0,15,313.97,0
Ward-6,8980,21.7,25.6,1,10,437.55,1
Ward-15,7810,44.8,4.4,1,1,463.11,0
Ward-8,7585,33.7,36.8,0,30,359.81,1
Ward-19,2887,30.5,24.2,1,12,123.03,0
Ward-17,5653,42.9,19.9,1,22,338.93,0
Ward-13,9814,32.2,39.8,0,10,493.35,1
Ward-7,2930,44.9,26.1,0,26,146.9,0
Ward-13,3538,41.8,27.4,0,11,181.61,0
Ward-1,10059,31.7,8.7,0,5,367.95,0
Ward-17,7268,25.6,9.5,0,14,349.02,0
Ward-5,11082,27.0,30.6,0,8,381.37,1
Ward-5,8432,26.5,6.3,0,11,437.04,0
Ward-4,6665,34.8,6.2,0,7,212.99,0
Ward-9,9898,31.2,11.7,1,29,296.57,1
Ward-12,7143,27.9,27.8,0,30,406.18,1
Ward-14,3860,30.7,2.9,1,10,163.88,0
Ward-12,11234,25.4,18.8,1,4,579.48,1
Ward-19,6084,43.0,23.9,0,16,316.32,0
Ward-1,8856,26.8,17.5,1,4,493.17,0
Ward-5,10864,35.5,26.2,0,12,443.12,1
Ward-18,7778,24.7,0.2,1,12,332.06,0
Ward-11,11513,27.0,5.0,1,7,586.28,1
Ward-16,10166,31.2,21.6,1,30,536.29,1
Ward-5,9997,29.1,39.4,0,9,499.8,1
Ward-1,10512,22.8,29.7,0,13,502.55,1
Ward-5,8948,42.0,22.5,0,22,300.25,0
Ward-15,8136,43.6,27.1,1,4,360.07,1
Ward-14,9573,18.6,28.9,1,22,299.7,1
Ward-7,11568,40.9,10.1,0,15,497.52,0
Ward-6,3876,28.3,29.1,0,22,151.37,0
Ward-8,11636,37.8,34.2,0,24,560.35,1
Ward-13,11984,22.0,0.1,1,8,351.87,1
Ward-6,8846,19.1,2.2,0,29,293.27,0
Ward-15,9282,38.2,7.3,0,11,360.51,0
Ward-16,10871,32.5,17.8,0,29,490.5,1
Ward-13,5170,22.1,27.7,0,3,293.93,0
Ward-19,11067,19.4,11.6,1,23,471.28,1
Ward-11,4250,38.0,10.8,1,1,231.87,0
Ward-1,8989,41.9,38.0,1,5,447.31,1
Ward-11,4898,27.8,8.7,1,23,183.56,0
Ward-18,6274,18.4,0.1,1,14,246.81,0
Ward-2,9110,20.3,36.2,1,30,307.41,1
Ward-13,10559,19.7,23.9,0,29,452.59,1
Ward-13,6213,21.2,1.1,1,7,330.73,0
Ward-17,8950,18.9,15.5,1,18,418.66,0
Ward-3,8576,28.2,40.0,1,21,272.42,1
Ward-17,5127,42.2,35.2,1,5,233.87,0
Ward-12,6424,20.2,16.0,0,3,287.31,0
Ward-20,11115,36.4,22.2,1,1,628.62,1
Ward-1,10428,39.0,27.4,1,28,588.58,1
Ward-2,9856,30.6,4.1,0,16,522.54,0
Ward-8,5685,29.5,21.9,1,24,241.21,1
Ward-5,6811,29.1,26.8,1,3,240.1,0
Ward-19,2008,19.4,18.8,0,16,88.17,0
Ward-6,2193,28.1,5.9,1,19,104.39,0
Ward-8,4877,18.9,0.5,0,20,276.99,0
Ward-20,11880,30.8,25.9,1,21,442.36,1
Ward-11,11748,41.4,39.5,1,9,632.14,1
Ward-5,8284,35.9,27.2,1,22,391.92,1
Ward-3,8626,25.7,14.0,0,15,351.92,0
Ward-12,3522,42.3,39.8,0,15,224.04,0
Ward-8,9276,39.3,31.8,1,24,449.19,1
Ward-20,9328,28.2,4.6,1,25,550.02,1
Ward-11,7627,31.4,3.5,1,10,347.66,0
Ward-12,10535,26.1,28.9,0,9,406.78,1
Ward-17,2955,23.7,32.8,1,17,115.51,0
Ward-2,7824,30.0,10.6,0,19,381.9,0
Ward-7,4992,25.0,30.6,1,5,305.09,0
Ward-4,3592,42.3,3.6,0,30,178.19,0
Ward-3,10752,24.8,27.1,1,20,380.93,1
Ward-8,7848,40.3,16.5,0,2,426.36,0
Ward-7,6505,36.7,34.1,0,29,358.73,1
Ward-5,8858,25.1,13.8,1,22,493.87,1
Ward-11,6857,32.8,6.6,1,30,383.15,1
Ward-20,4308,44.1,34.2,1,16,245.04,0
Ward-18,6588,30.1,15.5,1,6,330.46,0
Ward-4,9893,37.5,36.8,1,26,541.06,1
Ward-14,3286,30.4,20.0,0,26,137.36,0
Ward-20,4964,29.4,34.6,1,20,286.59,0
Ward-20,9454,33.9,21.7,1,16,368.55,1
Ward-17,6226,41.9,30.3,0,8,223.26,0
Ward-20,4231,37.5,23.2,0,14,269.87,0
Ward-11,11864,29.7,27.8,1,22,728.17,1
Ward-19,5420,24.8,35.8,0,4,178.66,0
Ward-17,6691,39.3,19.1,0,14,351.77,0
Ward-14,3946,42.9,2.8,1,14,180.09,0
Ward-5,5932,41.4,2.5,1,1,288.33,0
Ward-9,10494,18.8,12.6,0,4,419.32,0
Ward-5,9364,35.2,12.0,0,2,338.41,0
Ward-6,10061,19.8,16.6,0,10,406.74,0
Ward-12,8854,23.1,2.5,0,5,420.17,0
Ward-1,10053,32.7,7.4,1,18,512.18,1
Ward-13,8818,20.1,27.9,1,12,429.66,1
Ward-17,8575,28.2,14.1,1,23,454.83,1
Ward-1,4707,35.0,22.0,0,11,178.44,0
Ward-17,10852,28.3,23.4,1,27,626.49,1
Ward-19,11924,32.2,12.4,0,23,678.06,1
Ward-15,2589,26.9,1.8,0,22,101.75,0
Ward-20,10853,33.0,36.2,0,26,579.03,1
Ward-7,4610,42.8,8.3,1,13,229.83,0
Ward-5,9250,43.1,30.0,1,5,397.79,1
Ward-11,5049,30.7,21.2,1,1,246.87,0
Ward-17,9915,30.1,9.1,1,15,604.22,1
Ward-1,8663,22.9,21.5,0,9,419.51,0
Ward-12,9869,24.6,35.6,0,7,563.7,1
Ward-15,10187,35.4,30.7,0,9,400.23,1
Ward-12,11568,30.7,2.4,0,25,517.29,1
Ward-5,4788,32.9,32.6,1,30,267.07,1
Ward-6,6170,19.1,29.1,0,11,240.05,0
Ward-14,10539,34.3,31.6,0,19,583.46,1
Ward-15,2633,25.9,4.2,1,18,139.62,0
Ward-12,11564,29.4,31.4,1,13,646.96,1
Ward-17,8405,40.7,39.5,1,13,397.52,1
Ward-9,10436,36.1,35.9,1,16,534.96,1
Ward-6,3155,44.1,6.5,1,12,161.98,0
Ward-15,2475,18.3,34.0,0,8,115.02,0
Ward-11,11546,40.7,27.1,1,6,473.74,1
Ward-14,2393,35.2,23.8,0,2,95.66,0
Ward-2,5692,41.2,9.8,0,23,199.65,0
Ward-17,10172,20.5,30.4,0,18,367.7,1
Ward-18,2873,26.7,35.5,0,2,113.48,0
Ward-4,7996,40.1,8.3,1,27,426.77,1
Ward-15,2346,21.5,26.2,1,6,104.81,0
Ward-11,8241,27.9,17.3,1,15,422.76,0
Ward-10,7790,43.9,13.6,1,20,385.97,0
Ward-1,7613,26.8,25.9,1,5,362.27,1
Ward-15,3879,26.1,14.6,1,29,113.99,0
Ward-12,4628,36.6,5.2,1,5,233.63,0
Ward-15,10676,35.4,20.0,0,13,512.35,0
Ward-3,11998,35.0,7.4,1,27,686.31,1
Ward-10,7237,22.0,32.2,0,26,377.7,1
Ward-13,6293,30.5,1.0,0,10,355.88,0
Ward-12,5964,22.7,37.5,0,24,371.53,1
Ward-10,2157,37.9,6.9,0,25,84.54,0
Ward-1,11435,24.8,7.0,0,27,513.85,1
Ward-6,7793,30.9,12.7,0,23,257.08,0
Ward-16,11957,42.7,3.5,0,29,406.0,1
Ward-1,3414,32.9,23.8,0,7,193.99,0
Ward-8,6292,39.6,28.4,1,3,230.95,0
Ward-20,9084,36.7,35.7,1,18,373.32,1
Ward-8,6757,40.1,4.6,0,5,194.58,0
Ward-3,5339,31.6,39.8,0,3,220.99,0
Ward-18,2563,22.4,21.0,0,18,119.93,0
Ward-3,11476,28.3,16.5,1,6,422.07,1
Ward-4,11432,41.5,1.4,0,3,560.67,0
Ward-13,11201,37.6,27.8,0,15,647.66,1
Ward-14,8532,31.2,39.7,0,30,360.36,1
Ward-7,10976,42.4,3.7,0,29,506.46,1
Ward-10,2585,26.7,34.7,0,8,144.82,0
Ward-1,6079,25.4,32.0,1,14,187.17,0
Ward-9,10507,30.8,15.6,0,27,538.91,1
Ward-5,7867,37.1,26.1,0,8,248.86,0
Ward-7,3927,28.6,33.4,1,21,160.24,1
Ward-2,7168,38.8,27.6,1,28,442.02,1
Ward-19,8211,41.2,8.2,1,13,441.46,0
Ward-12,11728,34.4,16.1,1,13,583.17,1
Ward-5,6060,23.9,18.4,0,16,208.7,0
Ward-17,2145,39.1,23.2,0,9,108.94,0
Ward-7,6090,22.9,11.9,0,26,313.71,0
Ward-18,10043,25.9,35.3,0,20,551.84,1
Ward-15,7489,34.2,0.2,1,6,270.64,0
Ward-11,10875,40.6,5.7,1,18,644.44,1
Ward-12,7183,45.0,4.5,0,29,336.47,0
Ward-1,5518,42.8,20.8,0,25,286.99,0
Ward-18,11188,42.5,21.9,1,7,471.18,1
Ward-7,4381,43.7,21.3,0,9,219.2,0
Ward-15,7965,32.0,16.5,1,17,341.06,0
Ward-9,3609,28.6,19.6,0,5,101.57,0
Ward-15,7454,27.3,6.7,1,16,297.86,0
Ward-12,10411,26.2,20.5,0,24,544.9,1
Ward-3,8059,29.9,21.8,1,23,288.72,1
Ward-3,3190,29.2,15.2,0,10,113.95,0
Ward-7,8144,20.1,20.7,0,13,408.08,0
Ward-11,7598,27.2,25.2,1,12,422.33,1
Ward-13,10204,44.2,15.2,1,30,577.26,1
Ward-8,10189,30.2,39.5,0,7,406.31,1
Ward-9,7157,25.6,13.5,1,22,299.76,0
Ward-1,5782,44.8,34.0,0,20,344.9,0
Ward-5,4493,31.4,6.0,0,17,189.01,0
Ward-9,4059,36.6,26.1,1,24,216.29,1
Ward-17,5797,32.4,26.3,0,19,237.57,0
Ward-15,2351,44.5,23.4,1,1,129.79,0
Ward-3,8658,36.4,36.3,0,18,276.78,0
Ward-9,2315,24.5,32.6,1,18,103.21,0
Ward-16,9592,18.9,27.6,0,26,430.72,1
Ward-19,7494,41.7,5.0,0,20,429.65,0
Ward-20,8343,29.5,13.2,0,27,281.13,0
Ward-16,7795,40.8,5.2,1,6,369.58,0
Ward-4,8797,44.1,29.7,0,21,514.11,1
Ward-10,9552,33.7,31.3,1,19,331.84,0
Ward-4,8705,37.2,22.0,0,14,343.17,0
Ward-20,9969,37.4,27.5,0,2,306.65,0
Ward-18,3694,21.4,28.5,1,21,181.47,1
Ward-3,5922,19.1,10.8,1,18,235.69,0
Ward-10,4846,34.9,35.6,0,11,260.08,0
Ward-18,5309,35.3,19.3,1,23,212.7,0
Ward-16,11400,44.8,5.0,0,2,652.64,0
Ward-11,8199,25.4,18.3,1,4,443.28,0
Ward-18,4128,41.9,29.2,0,27,208.33,0
Ward-15,2614,36.2,20.9,1,3,168.98,0
Ward-16,11451,21.3,39.6,0,3,442.88,1
Ward-9,8255,37.2,3.3,0,19,449.35,0
Ward-19,9495,27.8,12.1,1,28,534.95,1
Ward-17,10955,41.2,30.6,0,8,500.87,1
Ward-16,6790,33.1,33.6,1,15,203.41,0
Ward-18,3982,35.1,13.6,0,11,217.0,0
Ward-18,2504,32.9,6.5,0,13,130.27,0
Ward-2,8702,36.0,16.5,0,5,396.75,0
Ward-7,10999,44.8,33.2,1,15,343.11,0
Ward-17,4188,44.3,30.7,0,27,134.7,0
Ward-16,2157,40.5,30.0,0,15,57.57,0
Ward-17,2995,32.2,20.5,1,30,164.51,1
Ward-19,5683,22.4,19.9,0,19,350.43,0
Ward-8,6472,31.6,23.8,1,16,336.08,0
Ward-14,4883,34.6,13.9,1,26,202.98,0
Ward-11,8471,26.5,5.3,1,13,336.78,0
Ward-20,10353,22.3,4.1,1,16,452.63,1
Ward-2,5175,26.3,30.6,0,2,203.11,0
Ward-13,5698,19.6,5.0,1,22,323.91,0
Ward-6,8082,43.7,8.9,0,20,473.58,0
Ward-15,6225,38.9,1.6,1,8,246.62,0
Ward-11,4402,35.5,10.9,1,24,180.16,0
Ward-11,11141,23.4,30.4,0,2,569.24,1
Ward-7,8544,37.5,30.7,0,7,288.56,0
Ward-7,6224,21.5,21.3,1,23,272.39,1
Ward-17,5782,30.6,35.8,0,16,277.85,0
Ward-19,5406,20.8,9.3,0,23,249.33,0
Ward-2,2113,32.7,23.4,0,21,93.98,0
Ward-2,5349,38.1,0.4,0,7,208.36,0
Ward-4,10804,42.0,20.6,1,12,463.96,1
Ward-3,4095,27.7,19.5,0,9,177.54,0
Ward-19,10581,39.6,25.7,1,25,621.41,1
Ward-16,8897,33.4,15.4,0,29,532.86,1
Ward-10,8054,40.8,14.3,1,24,428.41,1
Ward-12,10019,36.0,21.6,0,15,473.43,1
Ward-10,2493,26.7,28.5,1,7,142.86,0
Ward-20,9023,32.1,14.5,0,9,452.48,0
Ward-18,5496,35.2,22.9,0,20,256.61,0
Ward-15,10484,41.3,27.1,0,23,421.13,1
Ward-4,11729,31.8,30.3,1,12,643.79,1
Ward-1,4093,27.0,15.8,1,29,240.69,0
Ward-13,2603,28.9,18.3,1,16,94.44,0
Ward-10,11310,33.6,21.3,0,5,523.48,1
Ward-20,3458,42.0,0.0,1,6,150.2,0
Ward-13,4767,22.1,13.0,1,8,270.47,0
Ward-7,11384,36.3,16.6,1,20,460.41,1
Ward-1,5294,33.0,13.9,1,14,227.51,0
Ward-12,5250,20.0,2.3,1,7,148.42,0
Ward-3,2257,35.9,29.5,1,7,88.49,0
Ward-6,7749,37.9,26.3,1,7,412.88,1
Ward-6,5350,25.7,20.2,1,19,214.01,0
Ward-14,8413,18.1,3.8,0,2,396.73,0
Ward-17,9058,28.7,38.8,0,24,410.99,1
Ward-5,8772,26.4,37.0,1,25,480.94,1
Ward-7,9684,31.9,24.6,1,3,428.46,1
Ward-2,2380,34.2,19.8,1,10,147.6,0
Ward-12,11162,20.9,11.4,1,27,408.42,1
Ward-14,11415,40.6,10.2,1,26,433.95,1
Ward-8,10840,29.9,22.0,0,24,591.6,1
Ward-11,4142,31.5,22.9,1,13,195.27,0
Ward-3,11062,23.2,21.7,1,24,464.61,1
Ward-17,10843,31.6,39.1,1,8,584.69,1
Ward-20,8607,31.7,24.8,0,13,291.88,0
Ward-5,5927,19.2,34.4,1,9,252.07,0
Ward-6,6345,43.1,11.9,0,12,234.38,0
Ward-11,4896,44.9,7.5,0,22,180.41,0
Ward-8,10264,30.2,0.2,0,7,401.98,0
Ward-20,6763,28.3,0.0,1,19,354.16,0
Ward-13,6252,29.9,18.4,0,22,309.95,0
Ward-3,5051,22.8,32.5,0,25,190.54,0
Ward-13,7128,44.4,22.0,1,23,338.39,1
Ward-3,11224,42.4,1.8,1,4,446.49,1
Ward-7,5550,28.1,33.8,1,23,281.61,1
Ward-4,5660,31.9,12.6,0,25,302.96,0
Ward-11,9895,23.2,20.7,0,29,542.09,1
Ward-10,7796,41.1,3.8,0,30,303.73,0
Ward-3,11793,26.0,22.7,0,7,681.94,1
Ward-12,2592,41.7,13.4,0,22,153.4,0
Ward-8,11443,29.1,17.5,1,26,553.02,1
Ward-1,10786,18.3,12.4,0,20,607.13,0
Ward-18,7990,18.5,36.7,0,20,327.14,0
Ward-19,5604,23.6,5.6,0,9,251.57,0
Ward-5,2689,33.2,37.7,1,2,152.12,0
Ward-7,9831,41.6,2.9,1,16,404.28,1
Ward-13,4531,37.3,10.2,0,13,172.96,0
Ward-6,8791,39.3,29.6,0,21,306.65,0
Ward-13,11697,44.9,14.8,0,14,469.45,0
Ward-6,3804,21.2,17.3,0,18,108.32,0
Ward-5,5768,41.6,24.6,0,7,176.28,0
Ward-19,10322,38.8,23.2,0,2,428.59,1
Ward-4,6661,40.0,13.6,1,18,331.54,0
Ward-20,3727,40.8,35.3,1,21,134.37,1
Ward-18,2793,44.1,14.4,1,6,76.89,0
Ward-2,5557,39.4,0.2,0,13,308.79,0
Ward-18,2218,24.8,29.9,1,27,71.01,1
Ward-3,10184,42.5,10.3,0,9,428.35,0
Ward-9,11273,41.6,1.2,1,1,550.39,1
Ward-11,10216,18.9,33.1,1,9,408.12,1
Ward-18,5611,36.5,25.5,1,19,277.88,0
Ward-5,11967,44.5,3.1,0,22,561.76,1
Ward-20,7883,30.3,34.4,1,30,331.08,1
Ward-7,10743,25.8,16.2,1,20,353.89,1
Ward-12,5198,19.2,15.6,1,16,196.83,0
Ward-13,4022,30.7,11.7,1,29,186.55,0
Ward-1,4207,44.1,38.5,1,5,200.88,0
Ward-13,3389,21.3,15.6,0,25,170.75,0
Ward-1,5107,26.3,20.9,1,26,312.46,1
Ward-20,8767,31.0,1.8,1,12,376.12,0
Ward-16,6839,19.2,2.5,1,27,415.03,1
Ward-7,3421,37.4,5.9,0,9,109.16,0
Ward-5,7596,40.4,15.6,0,1,356.41,0
Ward-17,7061,34.2,35.1,1,6,252.94,0
Ward-2,7562,38.9,0.3,1,30,382.06,1
Ward-7,3436,23.1,4.8,1,12,178.43,0
Ward-20,5767,25.8,6.0,0,5,306.99,0
Ward-1,11904,20.3,5.9,1,30,459.07,1
Ward-4,6541,42.5,25.6,0,9,377.7,0
Ward-18,9954,31.8,10.6,0,22,548.93,1
Ward-16,11695,38.6,6.0,1,2,600.07,1
Ward-4,8997,43.1,5.9,0,7,420.34,0
Ward-17,3323,31.6,26.1,0,26,162.9,0
Ward-10,4664,44.3,13.8,1,17,258.18,0
Ward-14,5556,36.3,14.5,1,15,339.81,0
Ward-12,4088,29.3,30.7,1,17,188.07,0
Ward-7,10093,40.2,6.0,1,10,514.36,1
Ward-11,5319,26.8,2.7,1,17,278.3,0
Ward-18,2413,26.9,39.4,1,11,101.01,0
Ward-17,5058,31.8,18.9,0,9,217.63,0
Ward-13,8207,37.1,21.3,1,10,333.08,0
Ward-17,9319,20.1,26.6,0,21,400.01,1
Ward-7,8390,33.0,24.2,0,12,455.68,0
Ward-13,4103,20.6,26.2,1,27,175.41,1
Ward-3,6209,39.3,10.5,0,21,319.44,0
Ward-13,3337,25.5,11.4,0,19,182.94,0
Ward-10,7775,37.1,12.5,0,7,261.2,0
Ward-16,3584,39.9,27.3,1,8,121.66,0
Ward-9,11513,43.2,6.6,1,27,539.04,1
Ward-1,2748,38.2,31.7,1,8,110.71,0
Ward-16,7968,38.0,21.7,1,27,367.42,1
Ward-3,10694,32.1,3.7,1,17,468.18,1
Ward-5,3894,27.9,23.6,1,20,144.88,0
Ward-8,10437,21.4,36.1,0,30,363.77,1
Ward-6,5050,24.2,24.1,1,18,172.9,0
Ward-1,6748,30.2,27.4,1,24,402.61,1
Ward-17,5577,39.5,22.2,1,15,260.55,0
Ward-9,2104,30.4,8.8,1,14,136.66,0
Ward-12,8589,18.3,26.9,1,13,491.21,1
Ward-18,4533,21.2,38.7,0,4,232.12,0
Ward-17,8804,41.4,21.5,1,18,483.31,1
Ward-5,8990,25.1,31.6,0,7,515.33,0
Ward-12,11604,45.0,17.2,0,22,628.87,1
Ward-13,8505,18.9,10.9,1,8,267.36,0
Ward-9,5368,45.0,20.8,1,19,304.98,0
Ward-4,10533,35.8,39.3,1,12,365.66,1
Ward-6,3939,18.8,15.6,0,15,167.56,0
Ward-1,7028,33.1,29.0,0,26,295.21,0
Ward-17,3553,20.2,16.4,1,19,138.31,0
Ward-18,8099,33.5,10.3,0,20,305.87,0
Ward-7,3710,23.6,34.1,0,30,181.48,0
Ward-16,4904,31.2,18.4,1,16,221.65,0
Ward-12,11158,29.5,8.3,1,3,517.2,1
Ward-3,11581,27.3,31.0,0,18,586.06,1
Ward-6,9083,39.2,34.2,0,7,418.63,1
Ward-16,8652,21.1,34.6,0,4,267.98,0
Ward-4,7477,26.3,38.7,1,10,253.41,0
Ward-9,10182,34.7,30.3,1,19,473.35,1
Ward-17,8451,20.6,37.4,1,27,374.45,1
Ward-10,11876,33.4,3.6,1,8,562.11,1
Ward-13,9441,34.6,22.9,1,22,346.79,1
Ward-2,11568,36.2,4.7,0,25,401.5,1
Ward-10,5665,36.2,2.3,1,19,285.36,0
Ward-9,7948,34.8,18.8,1,12,454.37,0
Ward-7,4571,38.7,19.6,0,4,146.41,0
Ward-20,3570,40.5,18.7,1,7,161.39,0
Ward-14,2075,40.1,23.4,1,14,101.41,0
